Age,Gender,Height,Weight,BMI,Activity Level,Sleep Hours,Water Intake,Goal,Diet Type
19,Female,1.4660306616922738,81.81351172735391,38.066147614125796,Very High,7.079835681049648,1.6169319926811578,Maintain,Weight Loss
52,Male,1.737950978277538,56.36257658404041,18.66017849982311,High,7.440092686657079,3.0478326389757733,Weight Gain,Bodybuilding
57,Male,1.7125128964200484,87.73023354563301,29.914488686000233,Low,7.725847937696269,1.4212664243537694,General Health,Health & Wellness
45,Female,1.6489039392006866,92.8258434926285,34.141153738116415,High,9.41010310906237,2.470594570906852,Bodybuilding,Bodybuilding
64,Female,1.842829722549098,61.35822378412995,18.067678852515332,High,6.1036918557160265,2.9757359064417717,Weight Loss,Weight Loss
56,Male,1.4376850094425857,108.82493965499312,52.650311640814785,Medium,9.620345756780129,3.913951096262838,Bodybuilding,Bodybuilding
23,Male,1.6981845073408255,55.03998135637457,19.085719166757297,High,6.316558857724402,2.5693577008234154,Weight Loss,Weight Loss
26,Female,1.8197598558616184,67.16457863332681,20.28206331223537,Low,7.807209361788702,1.5683441737352695,Maintain,Health & Wellness
37,Male,1.7128808579127408,66.7953514054285,22.76627235270032,Low,7.659402340102725,2.51934983576868,Weight Loss,Weight Loss
18,Female,1.836606614766255,68.442788542639,20.290624191704136,High,5.8857836309240845,2.6550545997266606,Weight Loss,Weight Loss
25,Female,1.6549426538414687,91.37244680757213,33.361790889961654,Medium,7.747301780838345,4.456474908485042,Weight Loss,Weight Loss
40,Male,1.6832839492950067,76.56595261022154,27.02221379158675,Medium,5.56955985741447,4.3115517146950575,Weight Gain,Health & Wellness
20,Male,1.8233256931719988,57.52891103507334,17.304443997257618,Medium,4.126047015038157,3.0649855390697276,Maintain,Weight Gain
21,Female,1.7894553740525028,71.63553486432932,22.371070336985806,High,8.510261966972912,2.0333020874025816,Weight Loss,Weight Loss
42,Female,1.9399253308156752,79.94819215090425,21.244113827554642,High,8.594141255245784,2.6270826387989223,General Health,Health & Wellness
64,Male,1.7102816787254196,77.81234778978984,26.601935275050746,Medium,4.887209505843057,1.553961762961558,Weight Gain,Health & Wellness
55,Female,1.7200246425939207,88.3327317475773,29.857423167950977,Very High,6.648634629607268,1.8140707027148837,Maintain,Weight Loss
32,Male,1.6538599924976305,71.340839709572,26.081990578366128,Low,5.372137099999717,3.419320018507794,Weight Gain,Health & Wellness
38,Male,1.6795946212876822,81.99394565458084,29.06516785122985,High,7.978879858988126,3.202876195187553,General Health,Health & Wellness
52,Male,1.8078065563392607,67.86479983589071,20.765417070797078,Medium,8.695050758670218,2.9387623636475597,Weight Gain,Weight Gain
63,Male,1.6999734628422694,60.29858947820399,20.86521524409603,Medium,5.702946529098708,2.1088030777013866,General Health,Health & Wellness
31,Male,1.619270850638601,52.87948119200279,20.16732000938468,Medium,4.0,1.1222914805932451,Bodybuilding,Bodybuilding
53,Female,1.6623948184602224,93.4972922867849,33.83223436508438,Medium,7.758769176284695,2.4130144566987073,Weight Loss,Weight Gain
29,Male,1.6909671414751173,47.36736113410717,16.565664194861025,High,7.915556282760165,1.6553995289264178,General Health,Health & Wellness
34,Male,1.625748873137189,73.81068897032809,27.926231628402462,High,5.710359993262841,1.7847554713886198,Weight Loss,Weight Loss
56,Male,1.654204085684377,76.14465532732812,27.82667058760992,Low,6.258316608255863,2.9970406941942858,Weight Loss,Weight Loss
26,Male,1.6000205704968948,55.28968092170811,21.59697628080554,High,5.846180992456552,4.41798241225615,Weight Loss,Weight Loss
52,Male,1.6577395198409455,83.51425805767167,30.389814222682972,Medium,7.025017843767861,2.4171437274614465,Weight Loss,Weight Loss
30,Male,1.8166209150974848,49.74281566321601,15.073070992322165,High,8.255027835514065,2.6606264448256542,Maintain,Weight Gain
32,Male,1.704838939523229,61.30472975223533,21.092461718528206,High,7.624518083856948,1.670699998368061,Weight Gain,Bodybuilding
35,Female,1.946131939364106,84.47035631209275,22.302819298764256,Low,7.82652647702699,1.828685986826057,Weight Gain,Weight Gain
50,Female,1.6236134607009172,50.48857706862012,19.152604676871782,High,5.087485791341119,2.409263152082953,Maintain,Balanced
23,Female,1.7485494495338831,82.25469877858072,26.90325813525676,Very High,6.160583961846434,1.0,Weight Gain,Bodybuilding
44,Female,1.7222205823581382,86.73674928791688,29.243246916736886,Low,8.7734282076249,1.6704084275945141,General Health,Health & Wellness
40,Male,1.7650439512234022,86.0968566866031,27.63606768615486,Medium,5.204198596209741,2.9584021166972594,Maintain,Weight Loss
44,Female,1.6393930808009278,75.61564527994213,28.134905908752597,High,5.750080366866181,3.8478823341121036,Maintain,Weight Loss
51,Male,1.6631534829065804,57.421790734322435,20.759269780346887,Low,7.9521605782410605,2.8325971536239996,Weight Gain,Weight Gain
63,Female,1.7407255781547486,55.14652402936423,18.19941891177076,High,4.2697394767026635,1.9273440451425548,Weight Gain,Bodybuilding
55,Female,1.6495330743595606,62.449396462733105,22.951241868073616,Low,5.5070987812595025,1.5038631822481783,General Health,Health & Wellness
31,Male,1.5226530600323518,24.016313646649955,10.358680248025477,Very High,8.187182813035292,2.302195786280385,Weight Loss,Weight Loss
53,Male,1.8310451555043439,70.34821089875595,20.98238964762034,High,4.711371073576236,2.3500421896948174,Weight Loss,Weight Loss
25,Female,1.7888095064323284,68.2731570996555,21.336432080427535,Very High,5.855544924621577,1.8606715433460295,Weight Gain,Bodybuilding
52,Female,1.6582862699030227,71.13828261582238,25.869281495555835,Medium,7.908527196117687,3.130148561034118,General Health,Health & Wellness
36,Female,1.7218317193070325,66.39679172458364,22.395753912455703,Low,5.333567448818756,1.4376796124876743,General Health,Health & Wellness
47,Female,1.8006830542913068,72.65040525139749,22.405956374338025,Medium,8.283427426238474,1.9424211338561723,Weight Loss,Weight Loss
31,Male,1.8344221232799856,71.18902415864933,21.155070697090878,Medium,7.413910631934009,2.207763904295928,Weight Loss,Health & Wellness
37,Female,1.7104259309015388,48.09874754812033,16.440886219611983,Very High,6.609146975236801,4.254475348744021,General Health,Health & Wellness
42,Female,1.6414640605522597,74.19931747651069,27.53830170202494,High,4.152345670259118,3.2201931553081304,Weight Loss,Weight Loss
57,Female,1.8464268455555028,69.68366839170855,20.439336504405198,Medium,7.034770984187035,2.862353730476544,Weight Gain,Balanced
41,Female,1.7094719254113637,44.11277916872756,15.095255709061947,High,4.647812630631744,3.125176182051164,Weight Loss,Weight Loss
31,Female,1.6852801993492412,83.42238439690324,29.372327529534353,Very High,4.418238867977735,2.6820614995047856,Weight Gain,Bodybuilding
43,Male,1.726321323036193,65.52559467722756,21.98708732951403,High,7.593749150671163,2.7137568829251006,General Health,Health & Wellness
55,Male,1.8154726719735201,79.53445597496746,24.131031298075776,High,7.414555500795253,2.3335563099765295,Weight Gain,Bodybuilding
40,Male,1.6961201285558385,69.33565846559254,24.101464234681988,Medium,4.0,3.47075864735522,General Health,Balanced
39,Male,1.7985999266936274,43.29694868088178,13.384068420461286,Medium,6.585836775663264,2.6180247360887403,Weight Gain,Weight Gain
36,Male,1.6791457845499358,73.75778109637594,26.15959620788344,High,7.708263896296336,2.1274801892519175,Maintain,Balanced
63,Female,1.7609055346244151,77.44611150285527,24.97626537617136,High,7.397135150767089,3.273366349882234,Weight Loss,Weight Loss
20,Male,1.6051911613622203,87.5581717987502,33.981548520781,Medium,7.298530033421478,2.340442549812921,Maintain,Weight Loss
59,Male,1.8069609412456553,83.7841405151273,25.660451212949088,Medium,6.611851057433944,2.4749157191507525,Bodybuilding,Bodybuilding
36,Female,1.6323958395896911,87.97475184306332,33.0146799868512,High,8.611830669450239,2.3364833882849276,Bodybuilding,Health & Wellness
26,Male,1.7459287097687362,81.04519080421008,26.587300003492896,High,7.2506801353242505,3.7803215549521125,Weight Loss,Weight Loss
45,Male,1.5513431773740067,62.62531784586773,26.02161116238758,Medium,8.697411525784421,2.4046472527477136,General Health,Health & Wellness
37,Male,1.702481433131651,62.97957982347271,21.72876236247416,Medium,7.066032782804613,2.691408313312675,Maintain,Balanced
62,Male,1.7188123191861477,84.83406821933899,28.715301372687918,High,5.295207808009144,1.0,Weight Loss,Weight Loss
24,Female,1.6318674179057637,64.17403792440454,24.098478525430366,High,7.261558085662335,2.407157831157304,Bodybuilding,Bodybuilding
31,Female,1.6890225360899822,77.94753925400089,27.32319746988081,Medium,4.98367981205049,2.6410974047683196,Maintain,Weight Loss
26,Male,1.726210083651778,95.64010207636886,32.09613459396175,Very High,7.640929780971891,3.656337597752226,Maintain,Weight Loss
36,Female,1.7563268652544928,60.731201519023095,19.687981130224845,High,9.851266514871948,3.0247660721540974,Bodybuilding,Weight Loss
64,Male,1.7100143108565085,80.92452115719932,27.674555135666484,High,7.0939109649971615,2.4528787612803535,Weight Loss,Bodybuilding
31,Female,1.83324438280783,57.954457751719914,17.244321882869368,Low,6.8534868185521,2.3453322903851284,Maintain,Health & Wellness
55,Female,1.8158262295580034,78.79604215407728,23.89768506565717,High,8.354448030340855,1.0,General Health,Health & Wellness
53,Female,1.6969378868603178,94.20539585672077,32.714771152084644,High,7.385808573872204,1.9812246314516484,Maintain,Weight Loss
57,Female,1.5669669147053296,90.08143988155604,36.68729280465185,Medium,10.572354477684895,2.562956109132475,Maintain,Weight Loss
34,Female,1.6512923785141145,64.22347564479004,23.552979394936695,Low,6.938308077348222,1.0,Weight Loss,Weight Loss
47,Female,1.4770874103942313,93.60599602499548,42.903357052919226,Medium,7.477992945066767,2.767564824048108,Weight Loss,Weight Loss
26,Female,1.6816870138720659,66.62867377172738,23.559758139845684,Medium,8.553064528826402,3.5358349708360883,Maintain,Balanced
50,Female,1.8401753442304034,104.32712511357008,30.809086745776323,Low,4.807926523988531,3.5835938554359252,Bodybuilding,Bodybuilding
42,Female,1.7791008709773217,70.48631692894794,22.26915169750433,High,8.07174435997528,1.899689682434822,General Health,Health & Wellness
31,Female,1.708351054990097,79.94245137538948,27.391967078515858,Medium,6.342673703733292,3.7577596731607175,General Health,Health & Wellness
28,Female,1.6272535694326073,79.48655184533077,30.018099432675925,High,6.5452526471318,2.384906462999301,Weight Gain,Bodybuilding
52,Male,1.7122304290088524,53.59120311275163,18.279700895193535,High,8.151289347111748,1.7524440110898514,Maintain,Weight Gain
58,Female,1.9131227476098671,90.6439931375589,24.76585683088269,Medium,5.958167778767163,2.1626825441062842,Weight Gain,Weight Gain
31,Male,1.8487698603854577,73.29316014437309,21.443602222322586,Medium,6.643047083719917,2.537048157689902,Weight Gain,Weight Gain
47,Female,1.6849704739398865,61.66151353009092,21.718488165619735,Very High,6.7744944341611175,1.0,General Health,Health & Wellness
58,Male,1.5518052986927322,58.73059568968097,24.388772630249754,Very High,6.872602856523928,3.33451576361629,Bodybuilding,Bodybuilding
21,Male,1.920809629552883,60.95960109202636,16.522412774604582,Medium,5.960851306554723,1.0,General Health,Health & Wellness
21,Male,1.6271160041245891,68.8457197793274,26.00398526557957,High,7.836154425181461,2.3322439169345945,Bodybuilding,Bodybuilding
45,Female,1.7530075337599385,53.99193730200725,17.569578621267848,Very High,5.217603667687803,3.330273154263043,Bodybuilding,Bodybuilding
25,Female,1.5441283134307195,57.75422692389607,24.222390551545,Very High,4.179070329645546,2.48290821654124,Weight Gain,Bodybuilding
19,Female,1.6676915269805843,44.07765489516517,15.848458821829901,Low,6.556542361392205,2.9131235719102317,Weight Loss,Weight Loss
58,Female,1.5437216603347275,57.86068276189877,24.279825340792552,Medium,7.802002722053057,3.5247582318086748,Maintain,Balanced
63,Male,1.5838114564004362,90.46564141295832,36.06423352784659,High,7.844148772828349,3.1571030236683475,Weight Gain,Bodybuilding
39,Female,1.607528450049285,88.01899064815974,34.06112972748018,Low,7.465406902950272,2.7103596959202987,Maintain,Health & Wellness
58,Female,1.7477004527015043,74.05090539836348,24.24355900001052,High,6.492433740532854,4.713783607994935,Weight Loss,Bodybuilding
33,Female,1.6903909824002596,101.59471497985595,35.55468061515648,Medium,7.601430597732301,1.3576350067195395,Weight Loss,Weight Loss
46,Female,1.9712259107049088,88.22258819406699,22.70424143490101,Medium,6.792474165182078,2.826930757690202,Weight Loss,Weight Loss
47,Female,1.8133797325262075,76.52058248971045,23.270234101058687,Medium,6.897399745554134,2.962290820475355,Maintain,Balanced
29,Female,1.8155491044877436,78.15256421136466,23.709764084741504,Medium,4.0,1.0748568161165615,General Health,Health & Wellness
52,Female,1.7503667538782195,71.33188056137834,23.282282903932956,Low,6.330877402550912,2.0101233928235733,General Health,Health & Wellness
28,Female,1.7276051982196883,51.10963762196572,17.124338241082572,Very High,4.046985040298104,1.6619609490757457,Bodybuilding,Bodybuilding
63,Male,1.8189057322062692,66.00239186668054,19.94983421585999,Medium,10.17603895046156,2.539360038348052,General Health,Health & Wellness
38,Male,1.4618778735063889,31.08108424607476,14.543668766179172,Low,8.291615850323058,2.1906674126220396,Weight Loss,Weight Loss
38,Female,1.6377789016711934,53.58432228122797,19.976858711791053,Low,8.793268474331843,4.069956604770836,Weight Loss,Weight Loss
22,Female,1.5639505697651477,90.81982252549085,37.130825413378076,Medium,6.233081117264103,3.3881211337230956,Weight Loss,Weight Loss
37,Female,1.511571081370149,71.16133542912573,31.14489996688354,High,6.881521579250204,2.7436772208135602,Maintain,Weight Loss
54,Female,1.623130526453169,54.00829184901167,20.499985340197163,High,5.052192896702744,2.4647916889943584,General Health,Health & Wellness
20,Male,1.5852212392230562,77.90549310129576,31.001900336411996,Very High,5.26957283165949,1.0,General Health,Health & Wellness
61,Male,1.819419608974362,79.06547973804206,23.884775759856115,High,6.603159953613608,1.1208529549593433,Bodybuilding,Bodybuilding
50,Female,1.7091632028686925,93.13097287347532,31.88064294868111,Medium,6.1675786470060165,2.849393420897666,Bodybuilding,Bodybuilding
26,Male,1.4990035890174076,96.67421247467956,43.02345639683624,Medium,7.675866369616211,2.664614774886443,Weight Gain,Weight Loss
26,Male,1.7314041529308473,81.71835295708001,27.259801874505012,Medium,7.593837874370176,1.0865044804580972,Weight Loss,Weight Loss
21,Female,1.5987806581034825,47.280549689622475,18.497146912496813,Medium,6.404551387595772,2.9945162078342697,Maintain,Weight Gain
52,Female,1.7062295231242726,104.20540980238226,35.794422597414254,High,8.244638673806037,2.167536037129005,Weight Gain,Bodybuilding
34,Female,1.7393721683498826,90.30077484357795,29.847395720945293,Medium,5.267261964582888,1.6125085961830123,Weight Loss,Weight Loss
51,Male,1.624951761122027,82.73796916757334,31.33458238720775,Low,5.1169494901199535,2.68834472095895,Weight Gain,Weight Loss
41,Male,1.7217359837138415,69.74990994725917,23.52938299278995,Medium,7.759234061561903,2.9551207581896697,Maintain,Balanced
49,Female,1.7402073426747346,46.75237253638409,15.43837768282975,Low,7.813453107692222,1.961955965598905,Bodybuilding,Bodybuilding
18,Female,1.6835729004243067,61.59957288464112,21.732708148359496,Low,8.270831992133756,3.0087255096619017,Bodybuilding,Bodybuilding
25,Male,1.6280375405468612,69.23631455884689,26.121921044966577,Medium,4.839628165915938,1.8864270339542102,Weight Gain,Weight Gain
62,Male,1.7003142417999797,63.98645893035657,22.132460185049208,Medium,5.752260964502589,2.072716832624927,General Health,Health & Wellness
40,Female,1.6860513932304895,86.40184139617648,30.393546665042575,Low,7.45155249125723,1.0,Bodybuilding,Bodybuilding
64,Male,1.7316520778033262,68.85218190148468,22.961297774555398,Medium,7.4873659706350395,2.769188802339318,Weight Gain,Weight Gain
57,Female,1.6736226975099031,58.35001157307442,20.83175371048955,Medium,9.84111282562871,1.17778722820005,Weight Gain,Weight Gain
29,Female,1.5807980216823028,77.51088371017485,31.01772354533269,Low,5.466167992410387,1.70788098252752,Weight Gain,Weight Loss
29,Male,1.6830990969938888,57.56164870441103,20.319539002501582,Very High,10.205115904187707,2.089997934346348,Weight Gain,Bodybuilding
63,Male,1.7326677663373415,45.52400505161554,15.163863650331269,High,7.776192404833923,3.38050606246636,Weight Gain,Bodybuilding
64,Male,1.7185135520814254,77.6415233474784,26.28985102753507,High,8.747875066000839,2.0542470509886286,Weight Gain,Bodybuilding
32,Female,1.6889073744852083,68.91253675273546,24.159423849427363,Medium,7.912127217691256,3.436579158610811,Maintain,Balanced
58,Female,1.6513387010296487,72.35228246560995,26.532606598469588,Very High,5.891726281602021,1.2918323210191167,Weight Loss,Weight Loss
36,Female,1.6461657472822644,90.64353311094496,33.44950563241108,High,6.165067805941009,2.890189203692501,Bodybuilding,Bodybuilding
43,Female,1.6565457594582411,73.7647599602068,26.880791936162744,Medium,7.00462351835188,3.1790550103318305,Weight Loss,Weight Loss
46,Female,1.807616019591231,78.5379088528856,24.036264285310494,High,4.714167641650834,2.4339960683010604,Weight Gain,Weight Gain
39,Female,1.6052149375337408,70.25737162397536,27.26625635420526,Medium,4.554061802144142,3.3568695051683464,Weight Loss,Weight Loss
57,Male,1.709098959670414,82.14966507948219,28.123630122770507,Medium,6.073012802226287,2.2324972525176023,Weight Gain,Weight Loss
38,Female,1.5742002122848409,38.015559462280606,15.340568455061709,High,8.050338476351413,2.5553907138873924,Weight Gain,Bodybuilding
55,Female,1.7764732286169131,58.384735194110384,18.500436728340244,Medium,6.0125891331772845,1.0,Bodybuilding,Bodybuilding
37,Female,1.6463867286987903,64.20755897638325,23.687675559545,High,6.894820539855195,2.0956552922924776,Maintain,Balanced
46,Female,1.6174387042518255,62.808484360378635,24.00836864243096,Medium,6.777153470474795,1.5964592079760382,Weight Gain,Weight Gain
21,Male,1.7215448538908278,58.125804580123884,19.612470009278315,Very High,8.513168242669042,3.245882372666162,Maintain,Balanced
24,Female,1.4539251802063389,68.77021106717767,32.53241031024999,Low,7.6370511413643705,3.160927233271467,Weight Loss,Weight Loss
45,Male,1.570052295431446,67.96480846887381,27.57121221525235,Very High,8.281720870126847,3.4432302262383105,Bodybuilding,Bodybuilding
45,Male,1.7360909087260263,68.7626065307902,22.814313502156097,High,8.749952437685668,1.0,Weight Gain,Bodybuilding
21,Female,1.8014606096175028,73.00687752992162,22.496462579578818,Medium,5.517920317859509,2.6467982712097915,Bodybuilding,Bodybuilding
39,Female,1.7450937315700357,77.46686004512608,25.437734845835426,Medium,4.0,2.766524902263965,Weight Gain,Weight Gain
29,Male,1.7139432963629566,58.36063773664031,19.86676385142697,Medium,6.386473150524763,1.0,Maintain,Balanced
62,Male,1.9410384157935952,62.16484054910218,16.499719552599824,High,8.699435903043671,1.3377331616875419,General Health,Health & Wellness
20,Female,1.7491400279544762,83.84093604809067,27.403558469076213,Low,8.040266710980607,4.221485418377639,Weight Loss,Weight Loss
39,Male,1.5955487083602127,55.870832574520506,21.94648687902537,Medium,6.43332436261326,3.103523817297839,Maintain,Balanced
61,Female,1.8024661797231554,57.8808739736822,17.815615488742903,Low,9.877832715980798,2.2149579616159842,Maintain,Health & Wellness
19,Female,1.6358965271591086,58.405517546336625,21.824395122694675,Medium,8.164691400181082,3.378944290917626,Maintain,Balanced
41,Male,1.629176236279092,67.00175409742967,25.243527304741594,Medium,6.0968584084986714,1.5310958006620559,Weight Loss,Weight Loss
51,Female,1.561906713962129,84.97204054330822,34.830993654843205,High,8.74790158527718,2.710849309951028,Weight Loss,Weight Loss
44,Female,1.6588585557896351,77.85848156584508,28.29353525032303,Very High,4.626981036167379,3.0812552828733217,Weight Loss,Weight Loss
58,Female,1.5770505019547425,56.90603473535103,22.880584924220038,High,7.496398894615293,1.3666298571554603,Weight Loss,Weight Loss
18,Male,1.7557424605034178,97.19849810787491,31.531013468621833,High,6.205335516851989,1.750667383323643,General Health,Health & Wellness
25,Male,1.6874584476734678,59.56528222789791,20.918330911507926,High,6.898375136805904,2.473240414587477,Bodybuilding,Bodybuilding
40,Male,1.5639046087205266,45.68165526789858,18.677610443990424,Medium,7.907624928798469,3.441582264300802,General Health,Health & Wellness
55,Female,1.6918956670338479,97.36284125674828,34.01308956405001,Medium,8.387837945670846,3.817674032811161,Bodybuilding,Bodybuilding
23,Male,1.7993831260331405,57.447220749834926,17.742782783020495,Medium,7.16799580317623,3.777557491489858,Weight Gain,Weight Gain
39,Male,1.8622261372055122,68.33645063377884,19.70550559238523,Low,6.669142178937333,3.106732862116219,General Health,Health & Wellness
42,Male,1.5210384538751986,67.99023038741599,29.38773569931543,Medium,4.420624736176208,2.5475478075406808,Bodybuilding,Bodybuilding
35,Female,1.6221654575415947,78.72631205750204,29.917796844175175,High,4.658518168615469,4.769956675237939,Maintain,Weight Loss
34,Female,1.5710649700965644,42.445371803045184,17.196578699025157,High,4.0,2.696158991463247,Maintain,Bodybuilding
29,Male,1.7353551060848231,65.48969403703786,21.746844318698578,Very High,7.249440905984956,2.968657531029363,Bodybuilding,Bodybuilding
23,Male,1.5591089590119211,64.49844347737013,26.53360745814532,Low,8.384900890477585,3.4512582273373678,General Health,Health & Wellness
43,Male,1.8059235047877658,91.20567686162457,27.96553741611019,Medium,4.0,1.7672094392928204,General Health,Health & Wellness
44,Female,1.8203692913409555,61.84661467982652,18.66366503253232,High,8.579379920142372,3.317943453960302,Weight Loss,Weight Loss
25,Male,1.7818118717155071,65.1889131372049,20.532888269920605,Medium,9.08535880205365,1.8148938704230773,Weight Loss,Weight Loss
36,Female,1.628271260779434,81.40239295261901,30.703201066576586,Medium,7.272584108414934,3.2774245335813084,Weight Loss,Weight Loss
59,Female,1.6345680567831105,77.67100095380452,29.070525795507283,High,9.310700731622429,3.3587483647683696,Bodybuilding,Bodybuilding
18,Female,1.6543352776577303,59.139351936162456,21.608742750748178,Medium,6.934988409562861,3.0255833927427167,Weight Loss,Weight Loss
46,Male,1.8105075139869937,76.42609138897323,23.315298831498247,Very High,5.115275665991016,2.6846032429673854,Bodybuilding,Bodybuilding
62,Male,1.5301967725520722,58.93932173811922,25.171585436176382,Medium,6.504526895011053,3.678635136539294,Weight Loss,Weight Loss
52,Female,1.7386124115869854,82.04849584352148,27.143451608201236,High,9.407064728621638,1.3120387810479486,Weight Gain,Bodybuilding
57,Female,1.606655123981397,67.59664793416869,26.186643345339817,Medium,6.080286870695261,2.099608522664844,Weight Loss,Weight Loss
31,Female,1.6580579231415888,51.15026251309088,18.605805232545727,Medium,7.629415878145644,1.8149616997777467,Weight Loss,Weight Loss
52,Female,1.7736143448032813,37.85019043330058,12.032328591603925,Medium,7.815087141116012,2.362194643715279,Weight Loss,Weight Loss
62,Male,1.5484553674434598,64.35972642805791,26.842119517990426,Medium,8.763251543905227,2.388955113519052,Bodybuilding,Bodybuilding
37,Male,1.6722259491114273,58.24454656823523,20.82885285105563,Medium,4.203134326266394,2.3588612406082015,General Health,Health & Wellness
30,Female,1.6871162888119762,66.40569277742983,23.330028797910554,High,9.077551854014139,4.529187624726025,Weight Loss,Weight Loss
55,Female,1.6962607661700166,69.26131340891772,24.07162940344683,High,5.582294286737817,2.0865892998307,Maintain,Balanced
63,Female,1.6896818934834819,41.29379672695502,14.463550461535945,Medium,9.273733309062745,2.390072416277748,Weight Loss,Weight Loss
25,Male,1.7556658284709732,59.05190531863798,19.15800146624094,Medium,6.4544168643163795,4.049728260636317,Bodybuilding,Bodybuilding
60,Female,1.6548010443723429,68.05948299899389,24.854044587195204,Medium,6.460889366337924,3.196336290853338,Bodybuilding,Bodybuilding
37,Male,1.7365366937135265,71.50070018300451,23.71059026056921,Low,8.155555879475862,2.8167895446154767,Bodybuilding,Balanced
50,Female,1.7329838834063134,81.97342404481549,27.295058431870423,High,8.95568612818677,3.6839055466170665,Weight Loss,Weight Loss
43,Male,1.728606856256835,84.55817810630118,28.29848298299491,Low,6.292103500853646,1.7085638743118514,Weight Gain,Weight Loss
56,Male,1.7527838689210096,66.42022102569538,21.61939722086975,Very High,6.5768949919570465,3.4746291586220566,Weight Loss,Weight Loss
38,Female,1.7282080398925148,67.78185901083857,22.69454256058016,Medium,6.088180364380398,3.6317896893930453,Weight Loss,Weight Loss
59,Male,1.6910327341002989,62.78982514512953,21.95761897542504,High,6.1372730638778314,3.7819788697234804,Weight Loss,Weight Loss
60,Male,1.5731052765361733,79.83629059980382,32.26151624485636,High,7.744871269752428,2.973298059279048,General Health,Health & Wellness
58,Male,1.8357186800800402,64.23231892681603,19.060809756038278,Low,6.863534740149437,2.176823982885155,General Health,Health & Wellness
26,Male,1.869462560851029,55.4976808384823,15.879663339264997,Medium,8.887244489862837,3.454343738379488,Weight Loss,Weight Loss
41,Female,1.6640592854006397,45.06244579451118,16.273357675526967,Medium,5.95966275277681,1.5111265809376757,Weight Gain,Weight Gain
54,Female,1.7456407851354243,55.787411620129156,18.30739076050731,Medium,8.129584854116683,3.1085401555704917,General Health,Health & Wellness
58,Female,1.6452387120974263,66.01195070669922,24.387356507947437,Medium,8.067315176466186,2.8906431929474623,Weight Loss,Weight Loss
34,Female,1.6279780217816702,84.6933642370466,31.955992424835483,Low,6.57782403434485,2.762904444023149,Maintain,Health & Wellness
41,Female,1.7055315811337302,70.68270044271853,24.299291011929295,Medium,6.617679112636004,2.456149958314911,Weight Loss,Weight Loss
38,Male,1.9807455832049343,71.71725565395126,18.279582402787902,Medium,7.73109628239993,3.7869285725646527,Weight Gain,Weight Gain
56,Male,1.8595347011002865,70.05060321745992,20.258314310592954,Medium,5.961674543602237,2.9639767405999375,Weight Loss,Weight Loss
58,Male,1.8445533591017613,89.19725453211629,26.21615771937093,Very High,6.454445572341541,3.2372439683345577,Maintain,Balanced
56,Male,1.7518771914343232,77.61794960817917,25.290350558627626,Medium,5.042759600121673,2.5883058457051598,Bodybuilding,Bodybuilding
30,Female,1.608247491843203,69.77932060154201,26.978697036063643,Medium,5.6363485032923375,3.439787408716747,Weight Loss,Weight Loss
28,Female,1.8036815653860037,61.020007289832556,18.75653112362793,Medium,5.4480932874431325,2.23349531667135,Maintain,Balanced
63,Male,1.4157793122960753,51.09259625993073,25.489824644425887,High,5.593938299093788,1.5837337800693951,Weight Loss,Health & Wellness
36,Female,1.7390874657131439,94.78679719645191,31.340433473597688,Medium,4.364922148127674,2.101276040459068,Bodybuilding,Bodybuilding
28,Male,1.8097877937719187,82.05427069427739,25.052200582877948,High,4.522967684776871,2.023009302325829,Maintain,Balanced
30,Male,1.7151484254744858,67.09902791581631,22.80934481043776,Medium,8.302981263377792,1.0,Weight Loss,Weight Loss
63,Female,1.8659372380280472,96.90935771074328,27.833745467981878,Medium,6.787960886170128,2.5127154305233153,Weight Loss,Weight Loss
62,Female,1.557411232469338,69.8855908162381,28.81250617604318,Medium,8.868714034262272,1.4187725398599353,Weight Gain,Weight Loss
18,Female,1.8600695657205215,57.748800313900205,16.69108591719567,Medium,8.569828017805822,2.2783778170501123,Weight Loss,Weight Loss
57,Female,1.6842288295164274,88.32492374918324,31.13730903925121,Low,6.306064201667229,2.5361918709920124,General Health,Weight Loss
61,Female,1.845078277820322,50.785138673803004,14.917877990198347,Medium,5.610507392981128,1.9694489379998472,General Health,Health & Wellness
36,Female,1.8020196872459273,63.98653956147898,19.704687925484183,Very High,7.227671804622915,2.630693068648549,Weight Loss,Weight Loss
29,Female,1.8514070512054934,51.990149180914784,15.167612915249988,Low,6.334023644082202,2.3604059434093374,General Health,Health & Wellness
25,Male,1.7975465510043196,58.00975080794736,17.95315199207921,Low,7.954558731191649,1.6947068781485135,Maintain,Health & Wellness
25,Female,1.7691934959018858,72.9974514382127,23.321529511651974,High,4.017307302785378,1.9276220903840824,General Health,Health & Wellness
62,Male,1.8366163752035072,75.05786057486759,22.251499198152977,Very High,7.5051878768291385,3.0386405083040757,Maintain,Balanced
29,Male,1.7055479357483017,53.467115292138615,18.380566525492938,High,9.38493351713969,2.8704098219943988,General Health,Health & Wellness
50,Female,1.7602341715917267,97.13740243099403,31.350580749499727,Very High,6.403799020863416,4.492418381722823,Weight Gain,Bodybuilding
62,Male,1.6996382049431125,38.66293867261541,13.383875594752093,High,7.920325091398185,1.9379700129099828,General Health,Health & Wellness
